granularity,timestamp_ist,temperature_c,feels_like_c,wind_speed_mps,wind_direction_deg,cloud_cover_pct,solar_irradiance_wm2,snowfall_mm,precipitation_mm,humidity_pct,pressure_hpa,solar_kw,wind_kw,hydropower_kw,geothermal_kw,marine_energy_kw,biomass_biogas_kw,solar_thermal_kw,h2_kw,battery_kwh,diesel_kw,chp_kw,demand_kw
hour,2026-09-09T11:00:00+05:30,-19.2,-20.8,15.6,83.3,79.5,67.6,0.03,0,61.6,1007.6,7.03,300.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,208.4
hour,2026-09-09T12:00:00+05:30,-12.2,-14.9,11.3,83.3,50.9,58.9,0.0,0,61.6,1007.6,15.36,275.91,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,189.44
hour,2026-09-09T13:00:00+05:30,-13.1,-16.4,5.3,83.3,42.4,0.0,0.0,0,61.6,1007.6,0.0,77.37,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,193.79
hour,2026-09-09T14:00:00+05:30,-13.7,-16.1,4.1,83.3,60.3,16.6,1.22,0,61.6,1007.6,0.48,36.31,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,191.6
hour,2026-09-09T15:00:00+05:30,-17.1,-19.8,2.3,83.3,44.2,0.0,0.0,0,61.6,1007.6,2.93,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,207.72
hour,2026-09-09T16:00:00+05:30,-19.6,-22.6,4.8,83.3,81.0,27.7,0.35,0,61.6,1007.6,0.0,60.56,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,199.13
hour,2026-09-09T17:00:00+05:30,-17.7,-21.0,0.0,83.3,36.9,0.0,0.0,0,61.6,1007.6,0.0,0.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,201.14
hour,2026-09-09T18:00:00+05:30,-20.6,-23.3,0.0,83.3,52.4,53.4,0.0,0,61.6,1007.6,0.0,0.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,194.42
hour,2026-09-09T19:00:00+05:30,-22.8,-23.8,6.1,83.3,22.2,0.0,0.0,0,61.6,1007.6,0.0,107.88,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,200.41
hour,2026-09-09T20:00:00+05:30,-20.6,-24.3,6.4,83.3,5.8,0.0,0.0,0,61.6,1007.6,0.0,113.47,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,192.4
