granularity,timestamp_ist,temperature_c,feels_like_c,wind_speed_mps,wind_direction_deg,cloud_cover_pct,solar_irradiance_wm2,snowfall_mm,precipitation_mm,humidity_pct,pressure_hpa,solar_kw,wind_kw,hydropower_kw,geothermal_kw,marine_energy_kw,biomass_biogas_kw,solar_thermal_kw,h2_kw,battery_kwh,diesel_kw,chp_kw,demand_kw
hour,2026-09-09T11:00:00+05:30,-18.6,-20.9,0.0,355.2,26.7,45.0,0.0,0,70.0,1017.0,16.17,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.73
hour,2026-09-09T12:00:00+05:30,-18.8,-21.1,0.5,355.2,44.7,69.5,0.0,0,70.0,1017.0,8.36,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,216.27
hour,2026-09-09T13:00:00+05:30,-19.5,-20.7,5.8,355.2,32.5,93.4,0.0,0,70.0,1017.0,27.32,98.54,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,205.52
hour,2026-09-09T14:00:00+05:30,-14.0,-17.5,2.7,355.2,35.6,31.2,0.0,0,70.0,1017.0,4.39,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,189.63
hour,2026-09-09T15:00:00+05:30,-14.4,-18.2,4.0,355.2,47.1,2.1,0.0,0,70.0,1017.0,0.0,29.35,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,184.43
hour,2026-09-09T16:00:00+05:30,-17.8,-21.5,7.2,355.2,38.0,0.0,0.0,0,70.0,1017.0,6.29,140.31,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,198.46
hour,2026-09-09T17:00:00+05:30,-19.6,-22.7,3.5,355.2,38.4,0.0,0.0,0,70.0,1017.0,0.0,18.93,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,200.61
hour,2026-09-09T18:00:00+05:30,-22.4,-25.2,2.8,355.2,19.4,0.0,0.0,0,70.0,1017.0,0.0,0.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,208.43
hour,2026-09-09T19:00:00+05:30,-16.8,-19.2,3.9,355.2,25.1,0.0,0.0,0,70.0,1017.0,0.0,29.97,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,183.76
hour,2026-09-09T20:00:00+05:30,-22.0,-24.0,0.5,355.2,30.8,0.0,0.0,0,70.0,1017.0,0.0,0.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,190.75
hour,2026-09-09T21:00:00+05:30,-18.8,-21.1,8.9,355.2,16.9,0.0,0.0,0,70.0,1017.0,0.0,194.48,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,0.0,60.0,177.63
hour,2026-09-09T22:00:00+05:30,-16.6,-19.9,1.0,355.2,37.9,0.0,0.0,0,70.0,1017.0,0.0,0.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,0.0,60.0,171.42
