granularity,timestamp_ist,temperature_c,feels_like_c,wind_speed_mps,wind_direction_deg,cloud_cover_pct,solar_irradiance_wm2,snowfall_mm,precipitation_mm,humidity_pct,pressure_hpa,solar_kw,wind_kw,hydropower_kw,geothermal_kw,marine_energy_kw,biomass_biogas_kw,solar_thermal_kw,h2_kw,battery_kwh,diesel_kw,chp_kw,demand_kw
hour,2026-09-09T10:00:00+05:30,-14.5,-18.4,12.8,229.7,50.6,60.0,0.0,0,86.5,1025.7,6.33,300.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,193.43
hour,2026-09-09T11:00:00+05:30,-17.2,-21.0,13.4,229.7,59.7,73.5,0.0,0,86.5,1025.7,15.1,300.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,209.64
hour,2026-09-09T12:00:00+05:30,-17.1,-18.7,5.8,229.7,57.2,51.7,0.0,0,86.5,1025.7,10.85,91.94,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.58
hour,2026-09-09T13:00:00+05:30,-18.0,-21.1,5.6,229.7,55.0,81.3,0.0,0,86.5,1025.7,10.73,83.69,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,204.86
hour,2026-09-09T14:00:00+05:30,-18.4,-20.8,2.9,229.7,23.3,59.4,0.0,0,86.5,1025.7,17.2,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,204.78
hour,2026-09-09T15:00:00+05:30,-17.6,-18.9,2.3,229.7,82.8,24.1,0.18,0,86.5,1025.7,5.37,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,207.54
hour,2026-09-09T16:00:00+05:30,-18.6,-20.4,7.9,229.7,25.7,37.7,0.0,0,86.5,1025.7,5.71,158.85,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,195.32
hour,2026-09-09T17:00:00+05:30,-17.3,-21.0,9.6,229.7,25.2,57.1,0.0,0,86.5,1025.7,0.0,222.67,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,193.0
hour,2026-09-09T18:00:00+05:30,-18.1,-21.8,6.6,229.7,27.5,0.0,0.0,0,86.5,1025.7,0.0,119.3,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,198.9
hour,2026-09-09T19:00:00+05:30,-19.4,-22.3,0.5,229.7,41.7,35.3,0.0,0,86.5,1025.7,0.0,0.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,187.23
hour,2026-09-09T20:00:00+05:30,-22.0,-25.4,0.0,229.7,34.2,40.9,0.0,0,86.5,1025.7,0.0,0.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,183.51
hour,2026-09-09T21:00:00+05:30,-23.5,-27.3,1.0,229.7,21.9,0.0,0.0,0,86.5,1025.7,0.0,0.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,0.0,60.0,196.98
hour,2026-09-09T22:00:00+05:30,-21.7,-23.5,7.8,229.7,0.0,0.0,0.0,0,86.5,1025.7,0.0,160.73,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,0.0,60.0,179.53
hour,2026-09-09T23:00:00+05:30,-22.1,-23.9,4.3,229.7,29.0,18.5,0.0,0,86.5,1025.7,0.0,44.49,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,182.52
hour,2026-09-10T00:00:00+05:30,-22.5,-25.1,14.7,229.7,72.9,0.0,0.18,0,86.5,1025.7,0.0,300.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,184.19
hour,2026-09-10T01:00:00+05:30,-21.9,-24.1,5.1,229.7,69.9,38.3,0.0,0,86.5,1025.7,0.0,73.66,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,182.69
hour,2026-09-10T02:00:00+05:30,-25.8,-29.4,10.6,229.7,86.4,0.0,2.74,0,86.5,1025.7,0.0,256.14,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,195.69
hour,2026-09-10T03:00:00+05:30,-23.4,-24.7,6.1,229.7,62.3,0.0,1.21,0,86.5,1025.7,0.0,107.73,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,190.77
