granularity,timestamp_ist,temperature_c,feels_like_c,wind_speed_mps,wind_direction_deg,cloud_cover_pct,solar_irradiance_wm2,snowfall_mm,precipitation_mm,humidity_pct,pressure_hpa,solar_kw,wind_kw,hydropower_kw,geothermal_kw,marine_energy_kw,biomass_biogas_kw,solar_thermal_kw,h2_kw,battery_kwh,diesel_kw,chp_kw,demand_kw
minute,2026-09-10T09:12:11.884624+05:30,-15.3,-16.4,13.6,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
minute,2026-09-10T09:13:11.884624+05:30,-15.3,-17.1,13.5,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
minute,2026-09-10T09:14:11.884624+05:30,-15.2,-18.2,13.6,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
minute,2026-09-10T09:15:11.884624+05:30,-15.3,-16.8,13.6,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
minute,2026-09-10T09:16:11.884624+05:30,-15.3,-17.7,13.5,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
minute,2026-09-10T09:17:11.884624+05:30,-15.2,-16.8,13.5,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
minute,2026-09-10T09:18:11.884624+05:30,-15.2,-17.1,13.6,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
minute,2026-09-10T09:19:11.884624+05:30,-15.2,-16.9,13.5,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
minute,2026-09-10T09:20:11.884624+05:30,-15.1,-17.9,13.5,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
minute,2026-09-10T09:21:11.884624+05:30,-15.1,-16.9,13.7,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
minute,2026-09-10T09:22:11.884624+05:30,-15.2,-17.1,13.6,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
minute,2026-09-10T09:23:11.884624+05:30,-15.2,-17.2,13.6,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
minute,2026-09-10T09:24:11.884624+05:30,-15.1,-17.2,13.7,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
minute,2026-09-10T09:25:11.884624+05:30,-15.3,-18.1,13.6,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
minute,2026-09-10T09:26:11.884624+05:30,-15.2,-17.8,13.5,254,43.1,32.6,0,0,82,1019.2,7.35,300,90,95,50,55,30,50,1600,100,60,201.69
