granularity,timestamp_ist,temperature_c,feels_like_c,wind_speed_mps,wind_direction_deg,cloud_cover_pct,solar_irradiance_wm2,snowfall_mm,precipitation_mm,humidity_pct,pressure_hpa,solar_kw,wind_kw,hydropower_kw,geothermal_kw,marine_energy_kw,biomass_biogas_kw,solar_thermal_kw,h2_kw,battery_kwh,diesel_kw,chp_kw,demand_kw
hour,2026-09-09T10:00:00+05:30,-15.3,-19.0,12.1,250.5,90.1,86.6,0.35,0.52,93.9,1008.3,13.88,300.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,202.44
hour,2026-09-09T11:00:00+05:30,-14.7,-16.7,9.8,250.5,48.2,55.9,0.0,0.52,93.9,1008.3,13.51,225.59,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.03
hour,2026-09-09T12:00:00+05:30,-14.6,-17.7,8.8,250.5,58.0,7.9,0.0,0.52,93.9,1008.3,2.51,195.24,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,198.8
hour,2026-09-09T13:00:00+05:30,-15.0,-16.6,8.4,250.5,50.7,57.2,0.0,0.52,93.9,1008.3,14.1,178.93,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,194.41
hour,2026-09-09T14:00:00+05:30,-20.6,-24.5,3.8,250.5,30.4,72.4,0.0,0.52,93.9,1008.3,10.48,34.5,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,219.15
hour,2026-09-09T15:00:00+05:30,-16.3,-17.3,0.8,250.5,49.5,104.7,0.0,0.52,93.9,1008.3,15.35,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,201.84
hour,2026-09-09T16:00:00+05:30,-16.3,-17.4,3.1,250.5,44.2,10.7,0.0,0.52,93.9,1008.3,7.57,5.46,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,202.76
hour,2026-09-09T17:00:00+05:30,-18.3,-19.8,4.0,250.5,27.3,64.5,0.0,0.52,93.9,1008.3,0.0,29.79,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,203.21
hour,2026-09-09T18:00:00+05:30,-16.0,-19.0,1.6,250.5,40.0,0.0,0.0,0.52,93.9,1008.3,0.0,0.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,187.38
hour,2026-09-09T19:00:00+05:30,-18.3,-21.1,0.0,250.5,27.3,6.8,0.0,0.52,93.9,1008.3,0.0,0.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,194.52
hour,2026-09-09T20:00:00+05:30,-22.2,-23.8,3.5,250.5,24.6,19.3,0.0,0.52,93.9,1008.3,0.0,19.45,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,188.23
hour,2026-09-09T21:00:00+05:30,-20.1,-21.9,4.1,250.5,41.9,0.0,0.0,0.52,93.9,1008.3,0.0,39.71,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,0.0,60.0,192.08
hour,2026-09-09T22:00:00+05:30,-24.8,-27.5,10.3,250.5,22.2,0.0,0.0,0.52,93.9,1008.3,0.0,242.78,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,0.0,60.0,189.42
hour,2026-09-09T23:00:00+05:30,-25.7,-29.6,4.3,250.5,28.6,0.0,0.0,0.52,93.9,1008.3,0.0,43.3,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,189.54
hour,2026-09-10T00:00:00+05:30,-22.0,-23.5,3.4,250.5,94.8,0.0,1.44,0.52,93.9,1008.3,0.0,14.7,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,188.3
hour,2026-09-10T01:00:00+05:30,-23.2,-26.7,14.4,250.5,78.8,36.7,1.46,0.52,93.9,1008.3,0.0,300.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,185.42
hour,2026-09-10T02:00:00+05:30,-22.2,-24.6,8.1,250.5,96.7,0.0,0.73,0.52,93.9,1008.3,0.0,169.05,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,188.03
hour,2026-09-10T03:00:00+05:30,-20.5,-22.9,11.9,250.5,46.8,37.2,0.0,0.52,93.9,1008.3,0.0,299.65,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,179.87
hour,2026-09-10T04:00:00+05:30,-16.2,-18.8,10.5,250.5,68.5,18.4,1.18,0.52,93.9,1008.3,0.0,252.43,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,177.15
hour,2026-09-10T05:00:00+05:30,-17.7,-20.1,6.5,250.5,64.7,12.6,0.0,0.52,93.9,1008.3,0.0,116.47,0.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,181.64
hour,2026-09-10T06:00:00+05:30,-17.9,-19.4,18.9,250.5,69.8,30.8,1.47,0.52,93.9,1008.3,0.0,300.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,193.27
hour,2026-09-10T07:00:00+05:30,-17.0,-20.4,13.1,250.5,75.1,54.5,0.01,0.52,93.9,1008.3,0.0,300.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,195.43
hour,2026-09-10T08:00:00+05:30,-17.1,-18.3,11.5,250.5,67.9,22.4,1.31,0.52,93.9,1008.3,1.98,281.74,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,196.69
hour,2026-09-10T09:00:00+05:30,-13.7,-16.6,11.8,250.5,89.5,60.6,1.81,0.52,93.9,1008.3,0.0,292.78,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,184.49
minute,2026-09-10T09:48:05.869248+05:30,-13.6,-15.3,11.9,250.5,89.5,60.6,1.81,0.52,93.9,1008.3,0.0,292.78,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,184.49
minute,2026-09-10T09:49:05.869248+05:30,-13.8,-16.3,11.9,250.5,89.5,60.6,1.81,0.52,93.9,1008.3,0.0,292.78,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,184.49
minute,2026-09-10T09:50:05.869248+05:30,-13.6,-15.2,11.8,250.5,89.5,60.6,1.81,0.52,93.9,1008.3,0.0,292.78,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,184.49
minute,2026-09-10T09:51:05.869248+05:30,-13.6,-15.5,11.8,250.5,89.5,60.6,1.81,0.52,93.9,1008.3,0.0,292.78,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,184.49
minute,2026-09-10T09:52:05.869248+05:30,-13.7,-15.7,11.8,250.5,89.5,60.6,1.81,0.52,93.9,1008.3,0.0,292.78,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,184.49
minute,2026-09-10T09:53:05.869248+05:30,-13.7,-14.7,11.8,250.5,89.5,60.6,1.81,0.52,93.9,1008.3,0.0,292.78,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,184.49
minute,2026-09-10T09:54:05.869248+05:30,-13.7,-14.8,11.9,250.5,89.5,60.6,1.81,0.52,93.9,1008.3,0.0,292.78,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,184.49
minute,2026-09-10T09:55:05.869248+05:30,-13.7,-15.6,11.8,250.5,89.5,60.6,1.81,0.52,93.9,1008.3,0.0,292.78,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,184.49
minute,2026-09-10T09:56:05.869248+05:30,-13.7,-17.4,11.7,250.5,89.5,60.6,1.81,0.52,93.9,1008.3,0.0,292.78,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,184.49
minute,2026-09-10T09:57:05.869248+05:30,-13.7,-17.7,11.8,250.5,89.5,60.6,1.81,0.52,93.9,1008.3,0.0,292.78,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,184.49
minute,2026-09-10T09:58:05.869248+05:30,-13.7,-16.4,11.9,250.5,89.5,60.6,1.81,0.52,93.9,1008.3,0.0,292.78,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,184.49
minute,2026-09-10T09:59:05.869248+05:30,-13.7,-16.1,11.8,250.5,89.5,60.6,1.81,0.52,93.9,1008.3,0.0,292.78,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,184.49
minute,2026-09-10T10:00:05.869248+05:30,-14.0,-16.1,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:01:05.869248+05:30,-13.9,-15.4,5.9,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:02:05.869248+05:30,-13.9,-17.1,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:03:05.869248+05:30,-14.0,-17.3,6.1,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:04:05.869248+05:30,-14.1,-15.7,5.9,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:05:05.869248+05:30,-13.9,-16.2,6.1,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:06:05.869248+05:30,-14.0,-17.9,6.1,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:07:05.869248+05:30,-14.0,-15.3,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:08:05.869248+05:30,-14.1,-15.3,6.1,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:09:05.869248+05:30,-14.0,-17.7,6.1,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:10:05.869248+05:30,-14.1,-15.7,5.9,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:11:05.869248+05:30,-13.9,-16.8,5.9,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:12:05.869248+05:30,-13.9,-14.9,6.1,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:13:05.869248+05:30,-13.9,-17.3,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:14:05.869248+05:30,-14.1,-16.9,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:15:05.869248+05:30,-14.0,-17.9,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:16:05.869248+05:30,-14.0,-17.6,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:17:05.869248+05:30,-14.1,-15.9,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:18:05.869248+05:30,-14.1,-15.5,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:19:05.869248+05:30,-14.1,-17.1,5.9,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:20:05.869248+05:30,-14.0,-15.6,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:21:05.869248+05:30,-13.9,-16.0,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:22:05.869248+05:30,-14.0,-17.2,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:23:05.869248+05:30,-14.0,-15.4,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:24:05.869248+05:30,-13.9,-17.5,6.1,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:25:05.869248+05:30,-13.9,-17.7,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:26:05.869248+05:30,-14.1,-15.4,5.9,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:27:05.869248+05:30,-13.9,-16.4,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:28:05.869248+05:30,-14.0,-16.0,5.9,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:29:05.869248+05:30,-14.0,-15.5,5.9,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:30:05.869248+05:30,-13.9,-16.2,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:31:05.869248+05:30,-13.9,-17.0,5.9,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:32:05.869248+05:30,-14.0,-16.1,5.9,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:33:05.869248+05:30,-14.1,-17.9,6.1,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:34:05.869248+05:30,-14.1,-15.5,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:35:05.869248+05:30,-13.9,-15.6,6.1,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:36:05.869248+05:30,-13.9,-16.0,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:37:05.869248+05:30,-14.0,-17.2,6.1,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:38:05.869248+05:30,-14.1,-16.0,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:39:05.869248+05:30,-14.1,-15.4,5.9,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:40:05.869248+05:30,-14.0,-15.9,5.9,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:41:05.869248+05:30,-14.0,-16.1,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:42:05.869248+05:30,-14.0,-15.6,6.1,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:43:05.869248+05:30,-14.0,-18.0,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:44:05.869248+05:30,-13.9,-17.3,6.1,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:45:05.869248+05:30,-14.0,-16.4,5.9,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:46:05.869248+05:30,-13.9,-16.9,6.1,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
minute,2026-09-10T10:47:05.869248+05:30,-13.9,-17.4,6.0,250.5,40.4,0.0,0.0,0.52,93.9,1008.3,7.9,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.06
second,2026-09-10T10:48:05.869248+05:30,-14.7,-18.5,8.2,0.0,51.2,0.0,0.0,0.0,70.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
second,2026-09-10T10:48:06.869248+05:30,-15.2,-18.4,8.3,0.0,48.4,0.9,0.01,0.0,70.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
second,2026-09-10T10:48:07.869248+05:30,-15.0,-16.4,7.8,0.0,48.3,2.0,0.01,0.0,70.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
second,2026-09-10T10:48:08.869248+05:30,-15.3,-18.5,7.9,0.0,50.7,0.0,0.0,0.0,70.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
second,2026-09-10T10:48:09.869248+05:30,-15.0,-16.7,7.7,0.0,50.7,4.5,0.01,0.0,70.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
second,2026-09-10T10:48:10.869248+05:30,-15.1,-18.9,7.9,0.0,49.9,1.2,0.0,0.0,70.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
second,2026-09-10T10:48:11.869248+05:30,-14.8,-17.8,7.9,0.0,49.8,4.7,0.0,0.0,70.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
second,2026-09-10T10:48:12.869248+05:30,-14.8,-16.4,8.4,0.0,51.3,5.1,0.0,0.0,70.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
second,2026-09-10T10:48:13.869248+05:30,-14.9,-16.1,7.7,0.0,50.2,0.0,0.0,0.0,70.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
second,2026-09-10T10:48:14.869248+05:30,-14.2,-16.7,5.8,250.5,40.3,0.0,0.0,0.52,93.9,1008.3,7.9,75.6,90.0,95.0,50.0,54.65,30.0,50.0,1598.18,99.3,60.0,190.86
second,2026-09-10T10:48:15.869248+05:30,-13.8,-17.6,6.3,250.5,41.5,0.0,0.0,0.52,93.9,1008.3,8.03,74.7,90.0,93.44,49.66,55.0,29.88,49.63,1599.35,100.0,60.0,189.46
second,2026-09-10T10:48:16.869248+05:30,-13.8,-16.1,6.2,250.5,40.0,0.0,0.01,0.52,93.9,1008.3,7.75,74.75,89.61,95.0,50.0,55.0,30.0,49.08,1600.0,100.0,60.0,190.19
second,2026-09-10T10:48:17.869248+05:30,-14.2,-16.4,6.2,250.5,39.3,5.1,0.0,0.52,93.9,1008.3,8.02,76.67,88.62,94.72,50.0,55.0,29.91,49.68,1568.28,99.14,59.74,188.45
second,2026-09-10T10:48:18.869248+05:30,-13.9,-16.1,6.1,250.5,39.9,0.0,0.0,0.52,93.9,1008.3,7.83,76.46,89.84,94.16,50.0,55.0,29.54,50.0,1587.14,100.0,60.0,190.32
second,2026-09-10T10:48:19.869248+05:30,-13.8,-15.6,5.6,250.5,39.2,3.2,0.0,0.52,93.9,1008.3,7.85,75.78,90.0,94.28,49.89,55.0,29.58,50.0,1600.0,100.0,60.0,189.18
second,2026-09-10T10:48:20.869248+05:30,-14.3,-17.1,5.7,250.5,39.2,2.9,0.0,0.52,93.9,1008.3,8.02,75.92,90.0,95.0,50.0,54.13,30.0,49.83,1600.0,100.0,58.89,191.75
