granularity,timestamp_ist,temperature_c,feels_like_c,wind_speed_mps,wind_direction_deg,cloud_cover_pct,solar_irradiance_wm2,snowfall_mm,precipitation_mm,humidity_pct,pressure_hpa,solar_kw,wind_kw,hydropower_kw,geothermal_kw,marine_energy_kw,biomass_biogas_kw,solar_thermal_kw,h2_kw,battery_kwh,diesel_kw,chp_kw,demand_kw
minute,2026-09-10T09:21:25.682825+05:30,-17.5,-20.3,11.2,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:22:25.682825+05:30,-17.5,-20.9,11.2,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:23:25.682825+05:30,-17.6,-20.2,11.3,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:24:25.682825+05:30,-17.7,-18.7,11.2,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:25:25.682825+05:30,-17.5,-20.7,11.3,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:26:25.682825+05:30,-17.5,-19.0,11.1,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:27:25.682825+05:30,-17.7,-21.1,11.1,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:28:25.682825+05:30,-17.5,-19.7,11.1,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:29:25.682825+05:30,-17.6,-21.2,11.3,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:30:25.682825+05:30,-17.7,-19.2,11.2,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:31:25.682825+05:30,-17.5,-20.9,11.1,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:32:25.682825+05:30,-17.6,-20.2,11.2,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:33:25.682825+05:30,-17.5,-18.8,11.2,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:34:25.682825+05:30,-17.5,-19.9,11.3,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:35:25.682825+05:30,-17.6,-18.8,11.2,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:36:25.682825+05:30,-17.7,-21.1,11.1,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:37:25.682825+05:30,-17.6,-21.6,11.2,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:38:25.682825+05:30,-17.5,-19.2,11.2,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:39:25.682825+05:30,-17.7,-19.4,11.1,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:40:25.682825+05:30,-17.7,-20.2,11.2,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:41:25.682825+05:30,-17.6,-20.1,11.1,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:42:25.682825+05:30,-17.6,-18.7,11.3,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:43:25.682825+05:30,-17.7,-20.0,11.1,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:44:25.682825+05:30,-17.7,-19.0,11.3,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:45:25.682825+05:30,-17.7,-20.8,11.2,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
minute,2026-09-10T09:46:25.682825+05:30,-17.6,-21.1,11.2,179.3,54.3,7.1,0.0,0.54,89.2,1004.5,1.12,274.42,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,203.11
