granularity,timestamp_ist,temperature_c,feels_like_c,wind_speed_mps,wind_direction_deg,cloud_cover_pct,solar_irradiance_wm2,snowfall_mm,precipitation_mm,humidity_pct,pressure_hpa,solar_kw,wind_kw,hydropower_kw,geothermal_kw,marine_energy_kw,biomass_biogas_kw,solar_thermal_kw,h2_kw,battery_kwh,diesel_kw,chp_kw,demand_kw
hour,2026-09-09T11:00:00+05:30,-15.7,-17.4,9.5,143.1,62.3,66.6,1.03,0,64.1,1018.5,14.84,215.26,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,204.41
hour,2026-09-09T12:00:00+05:30,-13.8,-17.3,9.2,143.1,54.7,103.6,0.0,0,64.1,1018.5,18.14,205.3,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,187.01
hour,2026-09-09T13:00:00+05:30,-16.6,-18.3,5.4,143.1,50.8,80.1,0.0,0,64.1,1018.5,26.79,79.28,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,205.48
hour,2026-09-09T14:00:00+05:30,-16.9,-18.5,4.7,143.1,40.2,30.6,0.0,0,64.1,1018.5,4.39,53.19,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,202.77
hour,2026-09-09T15:00:00+05:30,-14.6,-18.0,0.7,143.1,33.6,61.7,0.0,0,64.1,1018.5,12.98,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,187.29
hour,2026-09-09T16:00:00+05:30,-16.9,-18.3,4.2,143.1,33.3,45.5,0.0,0,64.1,1018.5,3.92,39.67,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,194.76
hour,2026-09-09T17:00:00+05:30,-20.9,-22.4,3.9,143.1,42.9,9.0,0.0,0,64.1,1018.5,0.0,32.04,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,203.67
hour,2026-09-09T18:00:00+05:30,-20.0,-21.8,1.2,143.1,27.0,0.0,0.0,0,64.1,1018.5,0.0,0.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,202.62
hour,2026-09-09T19:00:00+05:30,-18.2,-20.6,5.1,143.1,14.8,0.0,0.0,0,64.1,1018.5,0.0,71.19,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,190.51
hour,2026-09-09T20:00:00+05:30,-18.0,-20.3,5.7,143.1,40.9,43.7,0.0,0,64.1,1018.5,0.0,92.51,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,189.21
hour,2026-09-09T21:00:00+05:30,-22.9,-26.8,0.0,143.1,33.0,7.8,0.0,0,64.1,1018.5,0.0,0.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,0.0,60.0,185.63
hour,2026-09-09T22:00:00+05:30,-23.8,-26.0,7.1,143.1,9.2,23.7,0.0,0,64.1,1018.5,0.0,132.02,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,0.0,60.0,182.33
hour,2026-09-09T23:00:00+05:30,-20.3,-23.1,5.7,143.1,14.3,0.0,0.0,0,64.1,1018.5,0.0,88.2,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,177.77
hour,2026-09-10T00:00:00+05:30,-20.2,-23.6,7.5,143.1,73.3,0.0,2.26,0,64.1,1018.5,0.0,145.83,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,173.07
hour,2026-09-10T01:00:00+05:30,-22.1,-26.0,7.9,143.1,62.1,0.0,1.0,0,64.1,1018.5,0.0,166.46,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,186.52
hour,2026-09-10T02:00:00+05:30,-21.6,-24.6,16.1,143.1,82.3,0.0,0.0,0,64.1,1018.5,0.0,300.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,177.05
hour,2026-09-10T03:00:00+05:30,-18.6,-21.6,13.9,143.1,88.5,0.0,0.26,0,64.1,1018.5,0.0,300.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,175.89
hour,2026-09-10T04:00:00+05:30,-21.1,-22.7,8.6,143.1,90.8,6.7,0.29,0,64.1,1018.5,0.0,187.79,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,188.72
hour,2026-09-10T05:00:00+05:30,-20.2,-22.8,12.7,143.1,88.9,0.0,0.19,0,64.1,1018.5,0.0,300.0,0.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,197.4
hour,2026-09-10T06:00:00+05:30,-21.8,-23.2,15.4,143.1,73.3,0.0,0.0,0,64.1,1018.5,0.0,300.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,201.98
hour,2026-09-10T07:00:00+05:30,-13.0,-16.4,15.2,143.1,79.3,0.0,0.0,0,64.1,1018.5,0.0,300.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,177.45
hour,2026-09-10T08:00:00+05:30,-16.9,-19.9,9.2,143.1,90.7,0.0,0.0,0,64.1,1018.5,0.0,206.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,211.4
hour,2026-09-10T09:00:00+05:30,-18.2,-20.7,9.4,143.1,60.3,45.0,0.0,0,64.1,1018.5,5.23,209.02,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,198.51
hour,2026-09-10T10:00:00+05:30,-16.2,-18.9,7.3,143.1,56.1,65.5,0.0,0,64.1,1018.5,4.74,139.84,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,195.74
minute,2026-09-10T10:10:12.872856+05:30,-16.1,-20.0,7.3,143.1,56.1,65.5,0.0,0,64.1,1018.5,4.74,139.84,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,195.74
minute,2026-09-10T10:11:12.872856+05:30,-16.1,-19.7,7.2,143.1,56.1,65.5,0.0,0,64.1,1018.5,4.74,139.84,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,195.74
minute,2026-09-10T10:12:12.872856+05:30,-16.2,-18.6,7.2,143.1,56.1,65.5,0.0,0,64.1,1018.5,4.74,139.84,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,195.74
minute,2026-09-10T10:13:12.872856+05:30,-16.2,-17.4,7.4,143.1,56.1,65.5,0.0,0,64.1,1018.5,4.74,139.84,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,195.74
