granularity,timestamp_ist,temperature_c,feels_like_c,wind_speed_mps,wind_direction_deg,cloud_cover_pct,solar_irradiance_wm2,snowfall_mm,precipitation_mm,humidity_pct,pressure_hpa,solar_kw,wind_kw,hydropower_kw,geothermal_kw,marine_energy_kw,biomass_biogas_kw,solar_thermal_kw,h2_kw,battery_kwh,diesel_kw,chp_kw,demand_kw
hour,2026-09-09T10:00:00+05:30,-17.7,-20.3,11.2,293.9,30.8,77.2,0.0,0.52,85.3,1002.5,19.88,273.56,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,207.99
hour,2026-09-09T11:00:00+05:30,-13.2,-15.1,12.0,293.9,63.1,45.9,0.44,0.52,85.3,1002.5,3.16,300.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,185.51
hour,2026-09-09T12:00:00+05:30,-15.0,-18.1,4.7,293.9,50.6,120.1,0.0,0.52,85.3,1002.5,20.19,58.16,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,188.25
hour,2026-09-09T13:00:00+05:30,-16.6,-19.5,7.6,293.9,35.8,79.4,0.0,0.52,85.3,1002.5,15.45,155.13,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,201.63
hour,2026-09-09T14:00:00+05:30,-15.2,-17.2,0.4,293.9,35.0,4.9,0.0,0.52,85.3,1002.5,6.87,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,204.25
hour,2026-09-09T15:00:00+05:30,-17.4,-20.6,2.5,293.9,36.0,0.0,0.0,0.52,85.3,1002.5,1.77,0.0,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,190.54
hour,2026-09-09T16:00:00+05:30,-13.7,-15.9,3.4,293.9,6.4,51.2,0.0,0.52,85.3,1002.5,15.16,14.66,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,188.03
hour,2026-09-09T17:00:00+05:30,-19.0,-20.4,4.1,293.9,29.0,10.4,0.0,0.52,85.3,1002.5,0.0,37.49,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,203.19
hour,2026-09-09T18:00:00+05:30,-21.0,-23.6,9.2,293.9,69.1,0.0,1.71,0.52,85.3,1002.5,0.0,205.32,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,195.05
hour,2026-09-09T19:00:00+05:30,-18.2,-22.0,2.7,293.9,21.2,0.0,0.0,0.52,85.3,1002.5,0.0,0.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,184.61
hour,2026-09-09T20:00:00+05:30,-17.9,-20.7,5.0,293.9,17.4,7.9,0.0,0.52,85.3,1002.5,0.0,68.4,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,100.0,60.0,177.39
hour,2026-09-09T21:00:00+05:30,-19.7,-22.2,0.0,293.9,31.0,11.6,0.0,0.52,85.3,1002.5,0.0,0.0,90.0,95.0,50.0,55.0,0.0,50.0,1600.0,0.0,60.0,183.4
