granularity,timestamp_ist,temperature_c,feels_like_c,wind_speed_mps,wind_direction_deg,cloud_cover_pct,solar_irradiance_wm2,snowfall_mm,precipitation_mm,humidity_pct,pressure_hpa,solar_kw,wind_kw,hydropower_kw,geothermal_kw,marine_energy_kw,biomass_biogas_kw,solar_thermal_kw,h2_kw,battery_kwh,diesel_kw,chp_kw,demand_kw
minute,2026-09-10T09:12:57.484407+05:30,-16.3,-19.9,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:13:57.484407+05:30,-16.3,-19.0,9.7,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:14:57.484407+05:30,-16.2,-19.9,9.9,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:15:57.484407+05:30,-16.3,-17.8,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:16:57.484407+05:30,-16.4,-20.2,9.9,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:17:57.484407+05:30,-16.3,-19.7,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:18:57.484407+05:30,-16.3,-17.4,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:19:57.484407+05:30,-16.3,-18.0,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:20:57.484407+05:30,-16.2,-19.1,9.9,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:21:57.484407+05:30,-16.4,-18.1,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:22:57.484407+05:30,-16.4,-17.9,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:23:57.484407+05:30,-16.3,-18.7,9.9,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:24:57.484407+05:30,-16.3,-17.7,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:25:57.484407+05:30,-16.2,-19.1,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:26:57.484407+05:30,-16.2,-18.0,9.9,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:27:57.484407+05:30,-16.4,-20.1,9.9,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:28:57.484407+05:30,-16.2,-20.0,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:29:57.484407+05:30,-16.2,-18.7,9.9,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:30:57.484407+05:30,-16.4,-19.3,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:31:57.484407+05:30,-16.3,-19.1,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:32:57.484407+05:30,-16.4,-18.8,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:33:57.484407+05:30,-16.4,-19.4,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:34:57.484407+05:30,-16.3,-18.0,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:35:57.484407+05:30,-16.3,-20.1,9.9,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:36:57.484407+05:30,-16.4,-19.6,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:37:57.484407+05:30,-16.4,-18.1,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:38:57.484407+05:30,-16.2,-19.8,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:39:57.484407+05:30,-16.3,-18.9,9.7,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:40:57.484407+05:30,-16.4,-17.7,9.7,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:41:57.484407+05:30,-16.3,-18.4,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:42:57.484407+05:30,-16.3,-19.8,9.8,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:43:57.484407+05:30,-16.3,-18.4,9.7,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:44:57.484407+05:30,-16.4,-18.4,9.9,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:45:57.484407+05:30,-16.3,-18.2,9.9,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
minute,2026-09-10T09:46:57.484407+05:30,-16.2,-17.6,9.7,300.9,49.9,36.2,0.0,0,70.8,1003.4,6.61,231.63,90.0,95.0,50.0,55.0,30.0,50.0,1600.0,100.0,60.0,196.25
